Price,SquareFootage,Bedrooms,Bathrooms,Location,PropertyType,PricePerSqFt
1256531.0046146424,-61212.256500831616,14118.269961205997,158866.69280435957,Adelaide,Apartment,-19.841649192597945
3031679.726060703,246624.21124852862,-19206.096478112253,30155.734233361247,Singapore,House,12.188677688115817
15113868.770148594,-41676.179368105324,-260381.3856627134,19898.81467964945,Singapore,Apartment,-362.04587291312663
,89833.93158655318,-26838.06479058323,-89116.22254152874,Brisbane,Apartment,9.586823682494318
676744.2615519124,-146237.488020982,22465.181855997198,104711.83026121545,Melbourne,Apartment,-5.316170594972351
779325.3440099141,30079.258040649194,130189.12893987981,156154.11967268528,Adelaide,Apartment,25.73898385906533
820937.813681133,-24854.651459895278,28884.362927985705,26035.183877122072,Brisbane,House,-33.76617577440649
2847356.112880209,-18733.867808360817,-87531.82533847574,-138278.97309643362,Adelaide,House,-154.60103669968052
2039449.9540480846,-120697.69354188054,38922.8729352184,25150.360894051224,Sydney,Apartment,-16.32105773920512
3232579.3233843553,103546.52605511468,-151906.99659540135,-48422.40728662514,Melbourne,House,31.021954497937465
14882078.290851895,-40410.083916022064,-99541.5394790229,65117.624182365704,Perth,House,-368.978827135073
2983369.121207216,-151184.72246858646,-44621.49520670211,85640.87943234724,Singapore,House,-19.283169493524138
2982552.834904989,-112248.90472983765,244605.19796168263,12923.11819752275,Sydney,House,-26.97573637729304
940996.856242079,117129.55904456727,138235.89910375272,64872.98875896427,Brisbane,Apartment,8.594478432006074
1095406.9156518318,59334.92417584003,-72379.03317426091,-19535.0351177024,Brisbane,House,17.871786212082718
1015536.1446921056,13803.533108273743,-36517.15513121087,18471.03058649084,Sydney,House,65.29768267896617
2091912.9159525654,82284.4012612456,-3336.256470371303,45477.09121411347,Melbourne,House,24.61361440029927
,-72374.38131534656,18696.676447707832,-75536.29323533225,Brisbane,House,-13.150591200219296
3024285.272056621,385573.14906547207,57119.0510693167,113557.56401805989,Melbourne,Apartment,7.914204544654237
14884616.883429779,25050.47784320049,49862.174849678515,114018.90385212665,Sydney,House,594.3540996503432
15200401.29723087,,-84723.39286190848,-65204.88885930607,Perth,House,-709.2371758470163
14953603.988472449,-191567.31561976564,-1343.7746094237255,-68968.7774064174,Sydney,Apartment,-78.31471038531534
2113582.3859640458,-97980.3580377315,,232007.07220172594,Brisbane,House,-20.35723848173036
1148788.8540313332,-5561.879703358539,,105067.4396007612,Adelaide,Apartment,-205.0280875070406
3035952.1212204136,-85308.38259088673,7186.623721939247,-47764.74467651167,Adelaide,Apartment,-36.139866775340515
941441.0340499259,-42740.5541125253,12249.750303228384,54331.802903638825,Melbourne,Apartment,-21.350271872057274
681166.9295853073,100254.60925671412,-270308.2292999237,67790.53195309076,Singapore,House,7.171322765010181
947630.7890110821,-104930.99116393445,149763.16831796264,185774.23435377324,Perth,House,-9.690480991366924
14807949.216275679,-82141.05299789552,294949.44253087253,124471.95807367867,Melbourne,House,-181.2916246365352
1181284.3541240443,-41161.566562964275,-47744.55826040052,-125509.53719733948,Perth,House,-28.211511497814996
2959563.746590569,-23113.695694918053,157951.28155073914,76744.47291529088,Perth,House,-128.78012680517034
15113133.213012187,-91468.65114860944,-41696.68136050844,-29504.99142379063,Brisbane,Apartment,-164.59793684038718
3148469.380663787,-57390.36556624031,-89811.4671348358,49192.91715065057,Brisbane,Apartment,-53.929650966350586
2989636.073594303,69920.63648134183,184925.60949453452,112657.50295477574,Brisbane,Apartment,42.575506986031414
632559.4367091063,-61934.7598251116,-16799.381858478955,-47206.05776971272,Brisbane,Apartment,-10.03025807419536
1356335.2626769103,-62531.344595130264,4542.270899998256,5123.7901881085345,Sydney,House,-21.078454330052274
922402.3703990937,14871.368643332284,120670.89665083568,-81691.56709872361,Singapore,House,59.39521863472499
2954358.175543798,23504.99373576363,-144778.4341497324,-140745.37743765552,Perth,Apartment,125.62846017462401
15071816.304374626,59581.413374137795,-35364.07109410238,-57356.177289690095,Perth,House,252.8856781053949
1989801.967388636,104758.84740847535,14513.783309689119,2393.304328495547,Brisbane,Apartment,19.329449584993704
15127492.711189425,-135917.40045928105,19010.616761039564,-66194.2177796609,Sydney,Apartment,-111.85051296565314
3163281.2024278566,88463.97569494505,-767.2641316617376,147995.41388900264,Brisbane,House,35.81926019732709
2135864.8868838605,-25635.440036983164,35275.496835687954,-57032.13664136806,Brisbane,Apartment,-82.78805839290328
3100648.4424897265,81650.96360006386,130577.88071543291,2101.384163275905,Brisbane,Apartment,37.7526669494981
678685.5243321358,-182913.2896856457,51135.25995249807,137368.85451629577,Perth,Apartment,-3.4693620828637792
1158623.8612448245,39531.783939437184,19224.91164900316,-30909.646420250137,Perth,House,28.633490351265053
906263.5398982986,-142877.51021180482,12830.441491078927,-68103.16574748808,Sydney,House,-6.2709953694415494
942950.8941726487,85541.55587803078,75912.85897867651,28121.14239693758,Melbourne,House,11.216483314081806
776140.3413666752,39330.40054025465,-147876.15687741287,18338.99197791556,Adelaide,Apartment,16.409076600026232
882097.0725149886,5394.588580729944,73284.00772155792,-8069.658010858232,Perth,House,180.32199115953216
640618.4469310091,28705.407485765692,52127.24283793385,64524.55859500572,Singapore,Apartment,24.194417037373956
1877604.6292552487,75307.91675217656,-41594.4404885254,-113003.93390403577,Brisbane,Apartment,24.54300570304134
1974544.3203940555,84765.79711843215,-4864.718347410554,-140515.9846803575,Singapore,House,23.265417510668257
816865.7537411127,191603.13538667862,-19048.24007633466,21745.28731797229,Brisbane,House,4.371656561047362
1173223.0563534852,9967.03767483354,,-179306.64525345768,Singapore,House,111.80354811668663
1163287.185750533,-75770.3117480287,-177086.8553088091,47158.23804182057,Adelaide,House,-14.80526640142908
14863092.092378091,-18052.535765584955,-60434.466453821275,-220552.60570990693,Perth,Apartment,-827.4497087276458
1990007.7117413438,-80181.57596599923,89560.54307625996,-63154.77291653314,Adelaide,House,-25.72851597849574
3195528.1352002416,-194908.7799522502,-15148.509503558324,58832.720648457616,Singapore,Apartment,-16.486190813224727
742980.4525217537,161708.28235482317,-123419.88718799221,-59243.42591528942,Singapore,Apartment,4.925444459066629
14841618.565001236,110115.27117536956,-47843.74560084042,-86273.57640431206,Singapore,House,134.2653525728218
3087803.385585501,-15693.852996342712,-1871.620790268883,-100251.93646378089,Perth,House,-196.62258611950216
14839668.533874176,89424.75008365087,17223.93397935313,55329.1219984784,Sydney,House,166.5177324625578
3005465.888757158,-97455.5244798551,9963.230542922587,75139.7123371789,Brisbane,Apartment,-31.297268523683524
2019146.4723730488,37123.31473175197,39404.72982162515,-192764.257934561,Adelaide,House,55.17305465671915
1235704.0488737428,55031.9627554499,94979.45713644882,-5937.518127249409,Melbourne,House,21.646628749477227
14858909.84208485,144763.2003468814,-125610.68942792564,81324.51867479773,Sydney,House,103.27685269415986
3060334.7067396855,153573.89130025776,-10846.014845685759,40172.17220989415,Adelaide,Apartment,19.872744159729415
1193778.6170893216,-133472.54388759306,-41162.33689636573,13196.796677195705,Singapore,House,-9.121941055673306
822408.8516842546,-166099.19880356744,103269.62043416573,112673.51368275833,Melbourne,House,-4.999626911324868
15110362.791722268,39315.91956679287,-5272.065301754535,122360.88824186275,Adelaide,House,382.47129185708934
749053.1056363204,-53120.08396619114,-116976.6835710288,-287223.2213281649,Brisbane,House,-14.144556155731662
2146362.6747884126,98794.96856152183,86940.45924968965,-45550.95260238707,Singapore,Apartment,21.84131274268791
2034420.2193179345,-204744.1278577478,115932.40649558978,-33622.4738681072,Sydney,House,-10.117315699050828
3099419.2701336998,-29600.735046586786,9206.07765355023,-198755.89146008927,Singapore,House,-101.64290522139402
710553.928273052,-111811.74332890112,14103.624691120394,-176840.93655628516,Sydney,Apartment,-5.823315498320043
1412452.4704041858,129264.44609225472,-39699.53161459876,-110222.97404558555,Brisbane,Apartment,10.842327905430455
14961282.84793675,120788.44371688162,-13904.627568099955,-45014.92648514116,Singapore,Apartment,124.69385854726498
14656759.741728403,153743.37012963256,-142355.71524501452,-26661.23292344148,Sydney,Apartment,96.12651131821764
15072115.645484217,79305.66873755188,8422.662792936095,141049.9145203504,Perth,House,190.02992968706272
2067323.2355253655,-188065.02080585837,-37206.90529379228,43734.318703896075,Perth,House,-11.013590906010798
3155309.691576073,-90638.74547947389,140309.43109360992,-140184.1062792281,Sydney,House,-33.97115856376897
1833744.6595956548,-70972.0763649051,118698.4620177331,143636.54057059786,Perth,House,-26.938667490913097
681086.4616182172,67284.00764504653,21334.662823768915,-75193.9331738819,Adelaide,Apartment,10.16566557764624
2071888.4455546082,269553.36639804963,35005.00245679074,-100402.45968420098,Brisbane,Apartment,7.487880706530306
3164277.6048051356,3826.355197172861,-69942.55079925853,21398.991073422196,Adelaide,House,835.3831122770262
1303440.1768967712,110332.29577357622,46674.5311450127,134626.57562027482,Adelaide,Apartment,11.2788356664205
14919029.376195837,-99995.73720814983,20766.732939894395,6938.433703625043,Melbourne,Apartment,-149.08449534859227
1957760.639332172,-13199.678440173271,33410.996656853466,143139.67818311835,Adelaide,House,-151.22105286763596
1736953.3899404309,-58211.77306571996,-3080.8932870901954,-90965.34169818336,Perth,Apartment,-30.77207932006217
1223946.3923781968,-55860.76368473096,-292924.8690002268,205301.20245016628,Perth,Apartment,-21.253460453006678
1180655.2902115204,33460.75103241977,93332.80723410693,-22268.070077660705,Singapore,Apartment,34.154206362466944
1123146.5471188938,100913.33364731596,33634.49630262288,-22743.62599534078,Melbourne,Apartment,10.926822812642506
1169856.5778690553,,-117597.33365547807,48760.029708671864,Perth,Apartment,9.652987875102571
2905542.467597251,-31906.151620567558,81381.72173696698,-123085.43164339552,Adelaide,Apartment,-91.57088907215582
988549.3334481089,44626.33114860399,-36076.61658190799,115934.98033642481,Melbourne,Apartment,21.76060571922519
15017332.180764208,94531.05807674835,-103212.39035275395,39796.70499468089,Melbourne,House,158.87967261439886
2000717.358213035,-46862.46518178786,-9338.618873917087,132582.66475421906,Perth,Apartment,-44.98843791529864
690376.5063933815,18605.130319703698,154225.99525678757,200612.2888159123,Sydney,Apartment,34.591278269772985
1395122.7694222843,-83006.13048498567,-54991.528293653886,-14698.542343084999,Melbourne,Apartment,-16.856048126150824
2178762.185590704,21789.650545628792,50851.86396745896,392626.7706436327,Sydney,House,95.31225465567658
2060133.1597016435,64898.95377257704,-21541.763754763233,-87293.10904537005,Singapore,Apartment,31.173762821234167
1253102.3450649958,-208009.87031889876,55334.915637920916,-54816.02981667726,Sydney,House,-5.885721670024976
15008924.160386814,-71175.99891107518,,148728.61553359273,Singapore,Apartment,-210.65081488673098
864088.7462493891,34850.38817307158,-4672.057887918407,47706.082722312145,Sydney,Apartment,24.48265068473728
1155219.5995531285,-70778.89922335351,97908.95585567791,-137170.31292635054,Sydney,Apartment,-16.08625873083231
908399.3482119289,-155389.56462036274,33108.02322144571,83354.89616089246,Sydney,House,-5.942346215043531
2033571.8027950383,-20970.89699011522,-95166.84600222355,7751.051851886254,Melbourne,House,-95.71377357270336
1401570.890035811,133333.90619884033,192056.7502144261,-122285.50195555639,Melbourne,Apartment,10.593533037240165
1409490.648885855,57250.7208354516,-58044.83025539507,-61134.52473886279,Brisbane,House,24.775402870730634
15006895.200709067,-163918.8811154167,-17545.440443207113,166151.0165728018,Brisbane,Apartment,-91.44568595139894
2142140.6285466636,-64726.52268482671,-120295.08553891444,-104201.4412243103,Perth,Apartment,-32.25032986211379
14881373.914070012,21528.36922794726,120047.89564268613,-49186.24475062051,Sydney,Apartment,693.9369077305603
872429.598432247,-151374.41149972318,154770.52013300615,179589.76730955217,Adelaide,Apartment,-6.079576415640188
15132503.643972054,-33007.72309799405,56500.59258936003,-101962.43386921156,Perth,House,-457.84543487355734
15085402.008226337,117358.99924277735,-22899.074406802774,-4343.694981386243,Singapore,Apartment,128.70535594305298
3068209.079324564,137163.15575323487,-96462.34605801044,68606.14599984392,Brisbane,House,22.342279733427908
1957118.8151496153,48637.66511880396,-110204.21498364233,68138.9510442948,Melbourne,House,40.0282078875236
2900291.192863077,-49875.70435845365,91570.21177020742,32876.110965968444,Perth,House,-58.52850956712156
14966746.047556622,,262119.3091029975,-111192.70257741636,Sydney,House,-3239.9429523837957
652013.9232220538,-75191.78703461835,46012.214293911646,-67768.5369752106,Adelaide,House,-9.352090735425968
1013637.351782412,221252.30015913513,-55729.17850078337,-136978.2979579078,Melbourne,House,4.503401370122893
3010597.639046039,-5652.5356061800085,-324096.73400690727,-102437.76413342898,Sydney,House,-514.3367782882405
1138514.38185853,-143115.1814524712,-52446.2407066803,49369.484764315086,Perth,House,-8.280085425358116
2996139.875288853,12032.7383308782,127796.48957884249,-59156.13888358299,Singapore,Apartment,249.14610109241738
932993.0442338096,-67998.42479977985,-100142.00098949156,-28108.029288595488,Singapore,Apartment,-12.872096145244443
15135528.836611759,78293.65035121141,45817.286615188576,167453.24333475373,Brisbane,Apartment,192.14776748277203
824556.4208062945,-148339.79684499034,-255377.11349019548,93434.99112392736,Perth,Apartment,-5.359016463901671
1225611.8528635914,-253024.60852196853,68226.94900626312,12621.790366196718,Singapore,Apartment,-4.9149272326293545
978758.3099101399,133115.25301324314,19672.116970147013,70902.37575885122,Melbourne,Apartment,7.2438901940923515
1155771.8186799483,-12172.894627483614,-39747.969361460404,-118399.05582225595,Sydney,House,-95.43484245857258
880099.5384157111,-19434.984908497827,-7140.125941406395,-3720.223650984159,Melbourne,Apartment,-44.97537762613526
15030394.251755392,298925.900260341,36788.16654743044,-31348.96861723979,Sydney,House,50.23827352802741
3014500.482573976,72876.66238986923,48130.92317367133,22389.402427913137,Adelaide,Apartment,41.315551244002194
3041000.3724413468,207840.07986454383,87142.47034316923,-32601.353216784115,Melbourne,Apartment,14.573596621324073
751441.0955302753,149272.61368499522,14886.745720211173,-33706.59711180397,Perth,Apartment,5.886248597222098
,4259.169120388238,-70179.16878067557,-66288.09175509484,Singapore,Apartment,212.4559935178359
2053756.939259796,183212.02017160872,-40943.65926294974,71235.21595801621,Melbourne,Apartment,11.40370257941538
15225695.832671678,100085.8773465808,28103.640449013637,175866.04841951333,Melbourne,House,151.33421543007222
15011317.71441595,55111.911517520995,-118041.28153088449,111436.16946688721,Perth,House,272.2142305753946
3238710.5213387804,-186426.51925917482,68656.01903745136,-161270.5871189652,Brisbane,Apartment,-17.333724137041287
639959.3987211133,229294.25725907413,-138937.24667635962,-164537.87469568918,Brisbane,House,2.83504452437357
1150143.0082855201,37206.111526895555,-12353.26800997567,45784.5609925785,Perth,Apartment,31.341296475716213
15061245.915509474,209244.2772869925,-158558.33122379583,-187988.4385139045,Singapore,House,72.17467796660145
1766479.6883589874,172719.66497611086,-28719.751940035556,28735.89044030093,Adelaide,Apartment,10.372812535839152
748524.7597676256,44344.06495694091,-109024.9077442846,141096.237974627,Singapore,House,16.165984509827087
947770.1916392605,84049.07744516419,8202.9358547565,-9886.965319114266,Perth,Apartment,10.700806435773172
1116543.495006285,52327.99050138145,32187.85413765001,16809.980596682024,Perth,House,21.56650621374738
3051177.930331812,187979.58125580658,-77348.9199103573,-124464.4703311417,Melbourne,Apartment,16.17911621041248
657241.0802784833,95437.45472029384,161242.82579886453,131494.44535840474,Melbourne,Apartment,7.190627102833929
3077670.251279999,-32466.214659776822,-39180.81531321576,-146350.49481321184,Singapore,House,-90.24133922954863
1150346.196318347,-7522.104522304557,42604.36586298291,41824.57558879721,Brisbane,Apartment,-151.45556051509652
1141427.075307599,-260113.70878272987,-36111.05619672905,-6414.416128881928,Singapore,Apartment,-4.497194503034994
883570.147730824,89163.0795623437,8248.39892754242,106550.03750653513,Adelaide,House,10.39337168630391
15002533.638329946,-25095.579355369784,-12505.426000290023,32791.95241593574,Melbourne,House,-599.9020054625832
15008052.381510625,-89805.15543575103,-86926.30812746944,112547.47844147694,Melbourne,House,-167.44741300924616
2043820.0461172138,-156230.27713620552,9559.419944130821,-26341.82160822491,Adelaide,Apartment,-13.025420181235647
14756891.523249755,-67356.46523356551,119450.94030473725,-98112.55311396817,Brisbane,Apartment,-220.13357256360368
3043347.42979133,-120801.61997624564,-65153.61078021592,4740.867131641402,Singapore,House,-24.779402964330178
2864952.4248707923,-93482.50399151228,51533.52672086598,51379.59509122088,Sydney,Apartment,-30.617847629158142
749249.4222461849,-33231.94897560099,117327.46375866413,36967.21921980939,Adelaide,Apartment,-23.16130904679068
812858.5238665222,70980.38472010638,35159.82075415829,107018.02383164274,Adelaide,Apartment,11.536868113304262
14819744.641371824,-89106.98422766048,59762.82182533848,-94830.80042242007,Singapore,Apartment,-167.01766610588228
3031816.5457146033,-60098.51867158206,8688.978747289992,-15566.723539207947,Singapore,Apartment,-50.535598122375156
15145655.267569,93021.54022415921,96579.74845911707,123617.07218062179,Brisbane,Apartment,162.78245637645654
15039832.470781872,153772.77099164992,-53540.146305229784,-170731.79575929468,Melbourne,Apartment,97.13731218020274
767491.49776184,-54968.57163285334,-81804.88834223071,-334.44574109520516,Singapore,Apartment,-14.150560666047408
895061.502750942,-128099.22241885697,99646.681944714,-49373.65831613125,Brisbane,House,-7.0857743861871345
2041672.8281165934,109348.04251859669,201252.0445700765,102373.95461069814,Brisbane,House,18.643962938085554
14837360.526439395,62371.14459661362,-63496.23888256293,-118962.66590903614,Melbourne,House,237.4871396892728
815142.5699007269,105100.92258368892,-70414.36905427593,-140844.12963635597,Brisbane,Apartment,8.065844496018332
2975184.1551853186,-77000.97838554665,2481.0174258942698,49800.82912454495,Adelaide,House,-39.08739438069045
920639.6357206376,-197346.65663538713,-93913.53938187542,-14406.755572161546,Perth,Apartment,-4.5931735400805005
2969368.083094458,-124478.31819648495,163271.13039316353,-143013.13779606327,Brisbane,Apartment,-23.89768136299166
1967387.951362992,38548.89847409284,14150.714008746323,-213053.64798072007,Brisbane,House,50.8833688243247
452120.84732813603,74941.02561175339,-107259.30257398065,23927.686411114955,Brisbane,House,6.69953493248802
837607.7825241206,-15702.957302697001,-2715.453950993186,-93323.79590731961,Singapore,House,-52.19762967996303
2118409.7019378766,-36400.70203680518,-170362.1586826719,-92443.59881295543,Perth,Apartment,-57.55781648352229
2909030.49446556,54556.00435859647,-46311.76928124623,-46571.97535702569,Melbourne,House,54.12882772712053
1012095.5902221699,-5916.081381462078,-70825.67669104628,-151368.4392612827,Melbourne,Apartment,-150.4575429547793
1148491.0093330063,36511.56277445234,31130.999114319526,-188960.9292096153,Perth,Apartment,31.200454395576372
1313606.372252025,-37430.0724924996,1901.9049740598423,-117161.43473175618,Brisbane,Apartment,-34.968592852283294
644946.9379693648,-65226.63386488198,-59551.12940434921,137446.80931708173,Adelaide,Apartment,-9.343219691149102
799428.0480750245,99404.23495365228,-17475.975669540865,-75572.51594928447,Singapore,House,8.381845652996319
2068179.6819732904,-101866.24575603007,47372.18990352285,-26761.109089879355,Singapore,Apartment,-20.567705833346466
15049240.354743624,2314.7777415752057,-64108.69090443096,48791.2284871074,Melbourne,Apartment,6498.50240497942
2095037.7945350914,-178336.6491934111,-35937.96724524622,30113.73391917419,Brisbane,House,-11.536118855148537
749256.8080584476,54823.35682013793,-23878.209916969452,-36679.441181468785,Brisbane,Apartment,14.301605157501967
1997803.3564387464,125964.92168625728,-53508.50870162233,35848.36182096204,Perth,Apartment,15.520183619609302
1134157.994883733,-15736.223214590656,-37038.27624007829,-134800.7111940167,Singapore,House,-73.3476607215104
635282.0269183437,37605.65698475721,122786.89924732922,-120962.10186912054,Sydney,House,18.63087875387581
1980133.3864230455,34483.783448962145,155441.04207147742,85400.59765522237,Sydney,Apartment,57.026405608693146
15064777.911237981,103924.93347237525,-184578.78622380938,-92947.086019241,Melbourne,House,145.19152754736533
15227958.35464879,78860.42878980239,-1886.037973439464,-26285.082920826768,Adelaide,House,193.26881398002456
2847421.3854643446,136987.42674445244,164526.77135012837,-24902.60395563783,Melbourne,Apartment,20.79373969914724
14884274.49545451,51825.4756017835,57245.74417141441,-6215.1016999311005,Brisbane,Apartment,286.478591413708
15101886.58614103,-136313.78064602456,84857.42126666682,-123248.3314768509,Singapore,House,-110.3800405058219
845789.939960963,123809.31752104373,109151.0120594269,60915.8120907177,Sydney,Apartment,6.675160014516299
962047.8220763816,-89646.79817910373,2838.1157369128246,-909.8996644203544,Sydney,House,-10.637869993435327
14958152.72832053,-808.894784605456,-125199.3444413119,36367.188262496784,Singapore,House,-18364.41860388606
15123151.301379625,85310.2110743144,-29356.694766418223,-7155.925185806683,Melbourne,Apartment,176.64419752319415
2906428.0716058756,-141925.3709597674,-64627.28842425267,-108153.80036143951,Melbourne,Apartment,-20.604948260452744
521623.6454738101,313924.8533659995,105620.68090660518,22326.891412915968,Perth,Apartment,1.5495191711852365
2092106.0241681805,-151414.2549420791,,-116774.9551267935,Singapore,House,-13.404038144566265
646095.1728140152,,-16291.696394376388,-74487.26448064491,Melbourne,House,-7.921035358101396
2971863.3801656812,85260.2097021025,35731.548596504734,-69289.95952606542,Adelaide,Apartment,34.495147673007104
766422.9639832268,-79452.5856803489,107615.71385985982,2134.164867194222,Brisbane,Apartment,-8.408720757323053
14959996.713172568,149386.3438602082,-160050.39784765156,-82845.7024780246,Melbourne,Apartment,100.26137187313613
844611.9175589118,-58157.743856893845,-16697.17137864115,28260.995048829966,Brisbane,House,-13.515781333783616
1948977.1166481622,85805.5659020712,164973.0894323921,107064.05599791862,Sydney,House,22.4846806022253
1222424.8160415625,74618.57103150345,42174.60835365613,26685.839629540187,Melbourne,House,15.765552529573817
14951564.84931983,-78076.19081277034,-37010.8098590029,-140552.7019178642,Singapore,House,-190.72442624634482
1343818.284920532,-32002.815449205842,132563.21090950785,-140677.50094975383,Singapore,Apartment,-42.54244071843906
1324170.7054280625,-127430.4416538336,-128810.76174635378,29275.54821418534,Melbourne,House,-9.867143406095341
1224128.4603432342,145300.1438131336,87961.70411374031,-107733.60769847583,Sydney,House,8.486468754273181
2989804.093130232,-90131.66251044086,63889.24587773739,-166151.006226896,Brisbane,Apartment,-33.57279967871023
3186155.182150378,175834.08424432043,-24866.41484790735,97158.09509543554,Adelaide,House,18.233522847785167
1357758.1665515688,-94589.27172689863,-83412.30454915822,76406.97815728595,Sydney,Apartment,-14.692751897775558
554117.9489130247,53815.275252728614,118585.41546629969,71898.33106650667,Perth,Apartment,11.062080402564174
964243.7775727726,98469.09839455139,166567.44444625766,101439.00650181304,Singapore,Apartment,9.39993346666617
2863709.7962274165,-38155.55442298253,100659.28092144405,-57688.18695231488,Singapore,House,-76.37049723267597
3046765.074725376,-13526.430117118465,64798.853810069246,152303.98564080254,Sydney,House,-225.46018342575036
858396.5300096254,-38570.155993598404,28606.539072490512,33447.67899870252,Sydney,House,-21.745339352290053
1306481.7233558788,-53160.03064391669,122102.12988130478,-87673.37812118448,Sydney,Apartment,-23.51435903633555
792464.1441648289,42869.43618716849,-64607.730984380294,177534.08926095115,Singapore,Apartment,18.590067678361777
2098738.79207398,218.63273882252878,-118162.41254208011,44950.39128323069,Sydney,Apartment,9953.307195466106
1939889.3456580979,-177374.6333466452,-8034.974929676087,-83302.60570007587,Singapore,House,-11.221748779607777
2948887.290671013,-54385.894124039216,-3245.3270215998386,-54341.477113376495,Adelaide,Apartment,-54.10656286353665
754860.9328754492,58359.77034686158,-22633.409884983186,-95940.92367234796,Brisbane,House,14.086816391948766
799680.4378910664,-7633.7197012802035,-18032.991359062566,319313.75678448606,Perth,Apartment,-103.26695353806522
791977.5636429925,89692.43769444413,-29474.96782920278,124776.20726737338,Sydney,Apartment,9.233323284894723
15021934.135961335,-64354.18056351594,74459.19714999368,-18118.4173218103,Perth,House,-232.52826551071732
3030565.1172753978,-42388.106994742004,-101180.43752601677,-165484.667186577,Singapore,House,-70.40180422570589
2104136.1284591816,-114519.13898156674,8545.944963390106,-299110.59709007235,Melbourne,House,-17.7473016379323
2024263.404587599,47254.418736820226,-70737.58948220262,-71214.38641760437,Adelaide,Apartment,43.238840931321235
812999.0417647846,71035.64472993533,24400.071377119883,-56405.86307367284,Adelaide,House,11.232061330903825
1199239.6351065284,30961.266818919612,-52436.701376705096,135224.26788671443,Adelaide,House,38.304714760080685
15020320.364224594,119650.7512477975,-177818.75840065168,31969.182591897723,Adelaide,Apartment,125.93336400654161
542524.7023454002,42980.70972076486,-18699.42650045488,98575.99956798629,Perth,House,13.814584520423915
2008855.5283124016,-28553.88739220764,141878.13451480365,-248777.86565350794,Melbourne,House,-67.84458391890342
2085829.8528004566,88773.1482988991,-59210.59556520536,12357.769595558233,Singapore,House,23.233949017314302
1775421.4072094662,-95754.62952794637,-12245.893359572414,9340.237427665124,Brisbane,Apartment,-19.158460174938707
1311620.7453818363,20980.25073533134,-129242.53471522627,-53212.856312718955,Melbourne,Apartment,61.203913356980934
2966101.308585565,109719.15184709485,-169216.46297148193,152956.03194606138,Brisbane,Apartment,27.39332596571153
579655.0653682612,8764.388304637476,-107198.90119856069,-292132.04834946076,Singapore,House,70.42601907637172
570389.6999586106,,-22632.889190152677,36739.55068161781,Perth,House,-7.417207573791838
809842.3579128478,40113.61143520707,-3743.470242484838,110332.18820165218,Perth,Apartment,21.077835205259433
1965249.088165786,-97979.40342546796,5923.422158959734,44690.25008026977,Sydney,Apartment,-20.87531460437322
1231487.7309443345,58473.75831738644,49707.35905075971,106981.14549838501,Adelaide,House,19.458241648651686
793656.0385665998,19623.619471877486,-1855.8756445897416,-38848.84530888858,Brisbane,Apartment,39.01370380475119
522015.6194687085,-52755.26773462948,79441.46796218271,-125425.94231692493,Singapore,Apartment,-10.306940665082092
14961096.047114262,-40528.2438113104,-52368.83979345925,15239.4872033722,Brisbane,House,-368.3981165432183
3057195.8895581197,29998.467323318604,25079.285034587665,34645.82094969758,Singapore,Apartment,101.74500329185614
15010077.886432715,-48763.618563204735,80752.25966373103,-97350.61997044686,Melbourne,Apartment,-308.03632675573715
995640.6944875215,14706.374595938163,79337.56882186774,-12201.713212127726,Brisbane,Apartment,67.87201067466493
2892470.865798295,-26972.35697476702,-269658.6642941572,-5428.486651781221,Singapore,Apartment,-110.31389271523264
15046393.605136946,-62167.728749621245,-131884.71945987674,-20294.063739565707,Brisbane,House,-243.04646843758377
2141743.2219142686,-130971.91934314063,62231.99903060487,132896.33195354097,Sydney,Apartment,-16.09640206343738
2873212.5035204035,-121118.86127877321,115841.08735000678,79167.26939629359,Perth,House,-23.93845377374074
1921277.9910950055,-52194.81362626518,-73505.34606819523,72150.93237573432,Brisbane,Apartment,-35.144060334553195
3011618.8158893315,40705.08568145384,188648.590121053,17458.781283183896,Sydney,Apartment,73.30463451629383
1889792.0193086083,74750.53128772811,-19444.72961166817,-6415.817710849775,Brisbane,Apartment,25.794020832005355
2974544.572066234,51743.883405874905,71191.48780888895,-112463.2091837869,Singapore,Apartment,58.210349995284844
2929641.6320142136,-59639.26454440221,-212359.57243098068,-52574.502168076106,Singapore,House,-48.8944295014051
645798.6980755513,-186503.661707306,-8253.068584269924,-12171.750838328353,Melbourne,House,-3.3689299297822104
3046796.946854111,71700.04940920918,47353.76245735448,-7281.891265687277,Adelaide,House,41.52931198796306
1094767.1782669418,-63075.502988503904,59664.11375817526,-63424.58476894031,Melbourne,House,-16.578858652457
1054107.9110340285,-31829.780453664192,164357.8155804534,36068.789143579495,Brisbane,Apartment,-31.17265667159692
1963928.9211838813,-22704.865536034707,-163923.41625254342,-39244.11060608729,Brisbane,Apartment,-85.42670884021535
886872.0741974099,-15046.983638054347,70830.86766885905,95672.2316794584,Perth,House,-60.70014512199799
2967503.6429048213,-55718.10401969697,74759.36051232618,61038.02654334648,Singapore,House,-52.35462602741409
1874607.3637071024,149743.8227453236,4157.563227061846,44303.21304473752,Melbourne,House,12.200034940757245
1184101.7943071509,91547.37320174066,53782.99029498797,42822.62478105761,Sydney,House,12.657686233596054
621589.5266535447,-92091.01844985025,161552.56894694417,-32229.046921133988,Melbourne,Apartment,-7.175772363246053
